№;НАЗВАНИЕ;РУБРИКА;ПОДРУБРИКА;РЕГИОН;ГОРОД;АДРЕС;ТЕЛЕФОН;ТЕЛЕФОН;ТЕЛЕФОН;СОТОВЫЙ;EMAIL;САЙТ;X;Y
1187168161;Адвокатское Бюро города Москвы Бубнов и партнеры;Услуги;Адвокаты;Московская область;Москва;улица Дмитрия Ульянова 36;+7(495)2238953;+7(495)7189502;+7(495)7190802;;2238953@mail.ru;http://bubnov-partners.ru;55.683133;37.585449;
1253359772;Адвокаты. Юристы;Услуги;Адвокаты;Московская область;Люберцы;Колхозная улица 7;;;;+79164520775;fedorb@mail.ru;http://moscow-advokaty.ru;55.697011;37.863522;
1152604011;Адвокаты. Юристы;Услуги;Адвокаты;Московская область;Москва;улица Авиаконструктора Миля 6, корп.1;;;;+79164520775;fedorb@mail.ru;http://moscow-advokaty.ru;55.685178;37.851871;
1085121567;Московская областная коллегия адвокатов;Услуги;Адвокаты;Московская область;Люберцы;проспект Октябрьский 149;+7(495)5547166;+7(495)5540136;;;;;55.680138;37.891217;
1058304161;Адвокат Ремидовский Р.А.;Услуги;Адвокаты;Московская область;Москва;Малая Тульская улица 25;+7(495)7492349;;;;info@remilex.ru;http://remilex.ru;55.707268;37.618363;
1243120427;Служба Помощи Призывникам;Услуги;Адвокаты;Московская область;Москва;Старокаширское шоссе 2, корп.3;+7(495)9889112;;;;info@armyhelp.ru;http://armyhelp.ru;55.661151;37.626026;
1215329513;Служба Помощи Призывникам;Услуги;Адвокаты;Московская область;Москва;Малая Юшуньская улица 1, корп.2;+7(495)9889112;;;;info@armyhelp.ru;http://armyhelp.ru;55.653055;37.593057;
1061589002;Адвокаты Москвы;Услуги;Адвокаты;Московская область;Люберцы;улица Смирновская 16, оф. 20;;;;+79296503383;Aleksandr.Voznyk@yandex.ru;;55.679717;37.894864;
1181112512;Адвокаты. Юристы;Услуги;Адвокаты;Московская область;Москва;Ташкентская улица 5;;;;+79258545012;fedorb@mail.ru;http://moscow-advokaty.ru;55.709454;37.819478;
1007610773;Московская областная коллегия адвокатов;Услуги;Адвокаты;Московская область;Москва;улица Братиславская 21, корп.1;+7(495)3468901;+7(495)3468911;;;filial22@rivera.ru;;55.657316;37.762614;
1178791476;Адвокаты. Юристы;Услуги;Адвокаты;Московская область;Москва;Лермонтовский проспект 6;;;;+79258545012;;;55.702368;37.848466;
1051221300;Московская областная коллегия адвокатов;Услуги;Адвокаты;Московская область;Видное;улица Школьная 24б;+7(495)5414365;+7(495)5414311;;;;;55.557653;37.709497;
1232062787;Адвокаты.Юристы;Услуги;Адвокаты;Московская область;Москва;улица Верхние Поля 38, корп.1;+7(926)1092123;;;+79057780707;;http://legal-union.ru;55.666746;37.771615;
1225542415;Адвокаты. Юристы;Услуги;Адвокаты;Московская область;Москва;Саранская улица 8;;;;+79164520775;fedorb@mail.ru;http://moscow-advokaty.ru;55.691628;37.857899;
1122544696;Честный адвокат;Услуги;Адвокаты;Московская область;Москва;Каширский проезд 5, оф. 201;+7(495)9221025;;;;;http://честный-адвокат.рф;55.660856;37.624705;
1238956334;Адвокаты. Юристы;Услуги;Адвокаты;Московская область;Люберцы;Смирновская улица 16а;;;;+79164520775;fedorb@mail.ru;http://moscow-advokaty.ru;55.679656;37.896005;
1208336083;Московская областная коллегия адвокатов;Услуги;Адвокаты;Московская область;Москва;улица Вавилова 4;+7(495)7230481;;;;;;55.708754;37.58968;
1144723119;Адвокаты. Юристы;Услуги;Адвокаты;Московская область;Москва;Ферганская улица 2;;;;+79258545012;fedorb@mail.ru;http://moscow-advokaty.ru;55.71079;37.800327;
1221013179;Адвокаты. Юристы;Услуги;Адвокаты;Московская область;Москва;Сормовская улица 21;;;;+79258545012;fedorb@mail.ru;http://moscow-advokaty.ru;55.705594;37.807692;
1190202513;Московская областная коллегия адвокатов;Услуги;Адвокаты;Московская область;поселок Малаховка;улица Шоссейная 3/1;+7(499)7132840;;;;;;55.645009;38.007271;
1185763523;Московская областная коллегия адвокатов;Услуги;Адвокаты;Московская область;Люберцы;улица Театральная 2;+7(495)5038418;+7(495)5017452;;;;;55.679011;37.890319;
1169684725;Московская областная коллегия адвокатов;Услуги;Адвокаты;Московская область;Москва;улица Ставропольская 17, корп.2;+7(495)7409409;;;;;;55.681707;37.752221;
1237506822;Адвокат. Юрист;Услуги;Адвокаты;Московская область;Москва;улица Федора Полетаева 38;;;;+79258545012;;;55.707552;37.791226;
1187803337;Адвокаты, юристы;Услуги;Адвокаты;Московская область;Москва;улица Юных Ленинцев 82;;;;+79164520775;fedorb@mail.ru;http://moscow-advokaty.ru;55.697696;37.77794;
1183562098;Адвокаты. Юристы;Услуги;Адвокаты;Московская область;Москва;Привольная улица 2, стр. 1;;;;+79258545012;fedorb@mail.ru;http://moscow-advokaty.ru;55.704519;37.841792;
1046914023;Московская областная коллегия адвокатов;Услуги;Адвокаты;Московская область;Лыткарино;улица Советская 6/14;+7(495)5553454;;;;;;55.58238;37.906848;
1166939187;Адвокат Комаров Сергей Владимирович;Услуги;Адвокаты;Московская область;Москва;Каширский проезд 5, оф. 10, Нагатинский;+7(495)7721332;;;;;http://advokatkomarov.ru;55.660856;37.624705;
1239051523;Московская областная коллегия адвокатов;Услуги;Адвокаты;Московская область;Люберцы;улица Кирова 10;+7(495)5031193;;;;;;55.678534;37.88554;
1222626873;Юридическое агентство Данилов и партнеры;Услуги;Адвокаты;Московская область;Москва;Автозаводская улица 16, корп.2;+7(495)6466160;;;;info@la-danilov.ru;http://la-danilov.ru;55.705338;37.645878;
1115077538;Адвокат Огородов Д.Н.;Услуги;Адвокаты;Московская область;Москва;улица Ленинская Слобода 19, БЦ Омега Плаза;+7(495)9970622;;;;denis@ogorodov.org;http://advokat-moscow.com;55.708029;37.652813;
